Review,Liked,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBert_Labels,Albert_Loss,Albert_Logits,Albert_Labels
And the beans and rice were mediocre at best.,0,"tensor(1.0979, grad_fn=<NllLossBackward>)","tensor([[0.2003, 0.8923]], grad_fn=<AddmmBackward>)",1,"tensor(0.6431, grad_fn=<NllLossBackward>)","tensor([[-0.0122, -0.1148]], grad_fn=<AddmmBackward>)",0,"tensor(0.9587, grad_fn=<NllLossBackward>)","tensor([[-0.1184,  0.3568]], grad_fn=<AddmmBackward>)",1
Best tacos in town by far!!,1,"tensor(0.4871, grad_fn=<NllLossBackward>)","tensor([[0.2860, 0.7519]], grad_fn=<AddmmBackward>)",1,"tensor(0.7394, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.0913]], grad_fn=<AddmmBackward>)",0,"tensor(0.6024, grad_fn=<NllLossBackward>)","tensor([[-0.0422,  0.1484]], grad_fn=<AddmmBackward>)",1
I took back my money and got outta there.,0,"tensor(1.1156, grad_fn=<NllLossBackward>)","tensor([[0.1571, 0.8756]], grad_fn=<AddmmBackward>)",1,"tensor(0.6371, grad_fn=<NllLossBackward>)","tensor([[-0.0165, -0.1319]], grad_fn=<AddmmBackward>)",0,"tensor(0.9551, grad_fn=<NllLossBackward>)","tensor([[-0.1519,  0.3174]], grad_fn=<AddmmBackward>)",1
"In an interesting part of town, this place is amazing.",1,"tensor(0.4634, grad_fn=<NllLossBackward>)","tensor([[0.2455, 0.7741]], grad_fn=<AddmmBackward>)",1,"tensor(0.7505, grad_fn=<NllLossBackward>)","tensor([[-0.0191, -0.1308]], grad_fn=<AddmmBackward>)",0,"tensor(0.4837, grad_fn=<NllLossBackward>)","tensor([[-0.1017,  0.3730]], grad_fn=<AddmmBackward>)",1
RUDE & INCONSIDERATE MANAGEMENT.,0,"tensor(0.9255, grad_fn=<NllLossBackward>)","tensor([[0.3022, 0.7230]], grad_fn=<AddmmBackward>)",1,"tensor(0.6477, grad_fn=<NllLossBackward>)","tensor([[-0.0068, -0.0998]], grad_fn=<AddmmBackward>)",0,"tensor(0.9425, grad_fn=<NllLossBackward>)","tensor([[-0.0020,  0.4467]], grad_fn=<AddmmBackward>)",1
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,"tensor(0.9722, grad_fn=<NllLossBackward>)","tensor([[0.2343, 0.7313]], grad_fn=<AddmmBackward>)",1,"tensor(0.6365, grad_fn=<NllLossBackward>)","tensor([[ 0.0082, -0.1085]], grad_fn=<AddmmBackward>)",0,"tensor(1.0134, grad_fn=<NllLossBackward>)","tensor([[-0.0897,  0.4728]], grad_fn=<AddmmBackward>)",1
I won't be back.,0,"tensor(1.0010, grad_fn=<NllLossBackward>)","tensor([[0.2768, 0.8197]], grad_fn=<AddmmBackward>)",1,"tensor(0.6360, grad_fn=<NllLossBackward>)","tensor([[-0.0079, -0.1256]], grad_fn=<AddmmBackward>)",0,"tensor(0.9025, grad_fn=<NllLossBackward>)","tensor([[-0.0615,  0.3209]], grad_fn=<AddmmBackward>)",1
They have great dinners.,1,"tensor(0.4458, grad_fn=<NllLossBackward>)","tensor([[0.1781, 0.7547]], grad_fn=<AddmmBackward>)",1,"tensor(0.7444, grad_fn=<NllLossBackward>)","tensor([[-0.0073, -0.1073]], grad_fn=<AddmmBackward>)",0,"tensor(0.5136, grad_fn=<NllLossBackward>)","tensor([[-0.1163,  0.2823]], grad_fn=<AddmmBackward>)",1
The service was outshining & I definitely recommend the Halibut.,1,"tensor(0.5375, grad_fn=<NllLossBackward>)","tensor([[0.2950, 0.6349]], grad_fn=<AddmmBackward>)",1,"tensor(0.7400, grad_fn=<NllLossBackward>)","tensor([[-0.0184, -0.1099]], grad_fn=<AddmmBackward>)",0,"tensor(0.5686, grad_fn=<NllLossBackward>)","tensor([[0.0124, 0.2793]], grad_fn=<AddmmBackward>)",1
The food was terrible.,0,"tensor(0.9904, grad_fn=<NllLossBackward>)","tensor([[0.2451, 0.7713]], grad_fn=<AddmmBackward>)",1,"tensor(0.6411, grad_fn=<NllLossBackward>)","tensor([[-0.0202, -0.1273]], grad_fn=<AddmmBackward>)",0,"tensor(0.8991, grad_fn=<NllLossBackward>)","tensor([[-0.0801,  0.2966]], grad_fn=<AddmmBackward>)",1
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,"tensor(1.1248, grad_fn=<NllLossBackward>)","tensor([[0.1951, 0.9272]], grad_fn=<AddmmBackward>)",1,"tensor(0.6515, grad_fn=<NllLossBackward>)","tensor([[-0.0241, -0.1091]], grad_fn=<AddmmBackward>)",0,"tensor(1.0067, grad_fn=<NllLossBackward>)","tensor([[-0.1161,  0.4358]], grad_fn=<AddmmBackward>)",1
I don't recommend unless your car breaks down in front of it and you are starving.,0,"tensor(1.0683, grad_fn=<NllLossBackward>)","tensor([[0.1985, 0.8459]], grad_fn=<AddmmBackward>)",1,"tensor(0.6344, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.1249]], grad_fn=<AddmmBackward>)",0,"tensor(0.9551, grad_fn=<NllLossBackward>)","tensor([[-0.1053,  0.3639]], grad_fn=<AddmmBackward>)",1
I will come back here every time I'm in Vegas.,1,"tensor(0.4316, grad_fn=<NllLossBackward>)","tensor([[0.1770, 0.7938]], grad_fn=<AddmmBackward>)",1,"tensor(0.7527, grad_fn=<NllLossBackward>)","tensor([[-0.0108, -0.1266]], grad_fn=<AddmmBackward>)",0,"tensor(0.4828, grad_fn=<NllLossBackward>)","tensor([[-0.1006,  0.3765]], grad_fn=<AddmmBackward>)",1
This place deserves one star and 90% has to do with the food.,0,"tensor(0.9620, grad_fn=<NllLossBackward>)","tensor([[0.2524, 0.7329]], grad_fn=<AddmmBackward>)",1,"tensor(0.6415, grad_fn=<NllLossBackward>)","tensor([[-0.0077, -0.1138]], grad_fn=<AddmmBackward>)",0,"tensor(0.9190, grad_fn=<NllLossBackward>)","tensor([[-0.1442,  0.2659]], grad_fn=<AddmmBackward>)",1
This is a disgrace.,0,"tensor(1.0446, grad_fn=<NllLossBackward>)","tensor([[0.2604, 0.8714]], grad_fn=<AddmmBackward>)",1,"tensor(0.6408, grad_fn=<NllLossBackward>)","tensor([[-0.0168, -0.1244]], grad_fn=<AddmmBackward>)",0,"tensor(0.9132, grad_fn=<NllLossBackward>)","tensor([[-0.1673,  0.2329]], grad_fn=<AddmmBackward>)",1
Def coming back to bowl next time,1,"tensor(0.5084, grad_fn=<NllLossBackward>)","tensor([[0.3333, 0.7449]], grad_fn=<AddmmBackward>)",1,"tensor(0.7362, grad_fn=<NllLossBackward>)","tensor([[ 0.0030, -0.0813]], grad_fn=<AddmmBackward>)",0,"tensor(0.6338, grad_fn=<NllLossBackward>)","tensor([[-0.0795,  0.0429]], grad_fn=<AddmmBackward>)",1
"If you want healthy authentic or ethic food, try this place.",1,"tensor(0.4211, grad_fn=<NllLossBackward>)","tensor([[0.1870, 0.8338]], grad_fn=<AddmmBackward>)",1,"tensor(0.7573, grad_fn=<NllLossBackward>)","tensor([[-0.0012, -0.1257]], grad_fn=<AddmmBackward>)",0,"tensor(0.5135, grad_fn=<NllLossBackward>)","tensor([[-0.1547,  0.2442]], grad_fn=<AddmmBackward>)",1
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,"tensor(0.4453, grad_fn=<NllLossBackward>)","tensor([[0.2143, 0.7924]], grad_fn=<AddmmBackward>)",1,"tensor(0.7532, grad_fn=<NllLossBackward>)","tensor([[ 0.0027, -0.1140]], grad_fn=<AddmmBackward>)",0,"tensor(0.5335, grad_fn=<NllLossBackward>)","tensor([[-0.0059,  0.3437]], grad_fn=<AddmmBackward>)",1
"I have been here several times in the past, and the experience has always been great.",1,"tensor(0.3898, grad_fn=<NllLossBackward>)","tensor([[0.1577, 0.8985]], grad_fn=<AddmmBackward>)",1,"tensor(0.7420, grad_fn=<NllLossBackward>)","tensor([[-0.0193, -0.1147]], grad_fn=<AddmmBackward>)",0,"tensor(0.5253, grad_fn=<NllLossBackward>)","tensor([[0.0164, 0.3862]], grad_fn=<AddmmBackward>)",1
We walked away stuffed and happy about our first Vegas buffet experience.,1,"tensor(0.4802, grad_fn=<NllLossBackward>)","tensor([[0.2839, 0.7676]], grad_fn=<AddmmBackward>)",1,"tensor(0.7467, grad_fn=<NllLossBackward>)","tensor([[-0.0146, -0.1190]], grad_fn=<AddmmBackward>)",0,"tensor(0.4620, grad_fn=<NllLossBackward>)","tensor([[-0.1771,  0.3551]], grad_fn=<AddmmBackward>)",1
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,"tensor(0.4616, grad_fn=<NllLossBackward>)","tensor([[0.2144, 0.7477]], grad_fn=<AddmmBackward>)",1,"tensor(0.7476, grad_fn=<NllLossBackward>)","tensor([[-0.0098, -0.1160]], grad_fn=<AddmmBackward>)",0,"tensor(0.5106, grad_fn=<NllLossBackward>)","tensor([[-0.0568,  0.3493]], grad_fn=<AddmmBackward>)",1
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,"tensor(0.4364, grad_fn=<NllLossBackward>)","tensor([[0.2709, 0.8740]], grad_fn=<AddmmBackward>)",1,"tensor(0.7492, grad_fn=<NllLossBackward>)","tensor([[-0.0092, -0.1183]], grad_fn=<AddmmBackward>)",0,"tensor(0.4083, grad_fn=<NllLossBackward>)","tensor([[-0.1455,  0.5391]], grad_fn=<AddmmBackward>)",1
I'm probably one of the few people to ever go to Ians and not like it.,0,"tensor(0.8555, grad_fn=<NllLossBackward>)","tensor([[0.2988, 0.6007]], grad_fn=<AddmmBackward>)",1,"tensor(0.6403, grad_fn=<NllLossBackward>)","tensor([[-0.0159, -0.1245]], grad_fn=<AddmmBackward>)",0,"tensor(0.9568, grad_fn=<NllLossBackward>)","tensor([[-0.0681,  0.4040]], grad_fn=<AddmmBackward>)",1
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,"tensor(0.5065, grad_fn=<NllLossBackward>)","tensor([[0.3099, 0.7262]], grad_fn=<AddmmBackward>)",1,"tensor(0.7480, grad_fn=<NllLossBackward>)","tensor([[ 0.0065, -0.1003]], grad_fn=<AddmmBackward>)",0,"tensor(0.5743, grad_fn=<NllLossBackward>)","tensor([[-0.0592,  0.1944]], grad_fn=<AddmmBackward>)",1
Service is perfect and the family atmosphere is nice to see.,1,"tensor(0.4247, grad_fn=<NllLossBackward>)","tensor([[0.1711, 0.8077]], grad_fn=<AddmmBackward>)",1,"tensor(0.7483, grad_fn=<NllLossBackward>)","tensor([[-0.0013, -0.1087]], grad_fn=<AddmmBackward>)",0,"tensor(0.5526, grad_fn=<NllLossBackward>)","tensor([[-0.0579,  0.2461]], grad_fn=<AddmmBackward>)",1
Cooked to perfection and the service was impeccable.,1,"tensor(0.4330, grad_fn=<NllLossBackward>)","tensor([[0.1971, 0.8098]], grad_fn=<AddmmBackward>)",1,"tensor(0.7438, grad_fn=<NllLossBackward>)","tensor([[-0.0078, -0.1067]], grad_fn=<AddmmBackward>)",0,"tensor(0.5075, grad_fn=<NllLossBackward>)","tensor([[-0.0849,  0.3288]], grad_fn=<AddmmBackward>)",1
This one is simply a disappointment.,0,"tensor(1.0527, grad_fn=<NllLossBackward>)","tensor([[0.2687, 0.8921]], grad_fn=<AddmmBackward>)",1,"tensor(0.6451, grad_fn=<NllLossBackward>)","tensor([[-0.0170, -0.1156]], grad_fn=<AddmmBackward>)",0,"tensor(0.9779, grad_fn=<NllLossBackward>)","tensor([[-0.2750,  0.2312]], grad_fn=<AddmmBackward>)",1
"Overall, I was very disappointed with the quality of food at Bouchon.",0,"tensor(1.0350, grad_fn=<NllLossBackward>)","tensor([[0.1995, 0.7955]], grad_fn=<AddmmBackward>)",1,"tensor(0.6396, grad_fn=<NllLossBackward>)","tensor([[-0.0080, -0.1181]], grad_fn=<AddmmBackward>)",0,"tensor(0.9079, grad_fn=<NllLossBackward>)","tensor([[-0.0400,  0.3515]], grad_fn=<AddmmBackward>)",1
I don't have to be an accountant to know I'm getting screwed!,0,"tensor(1.0055, grad_fn=<NllLossBackward>)","tensor([[0.2433, 0.7933]], grad_fn=<AddmmBackward>)",1,"tensor(0.6512, grad_fn=<NllLossBackward>)","tensor([[-0.0048, -0.0906]], grad_fn=<AddmmBackward>)",0,"tensor(0.9662, grad_fn=<NllLossBackward>)","tensor([[-0.1575,  0.3298]], grad_fn=<AddmmBackward>)",1
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,"tensor(0.4991, grad_fn=<NllLossBackward>)","tensor([[0.2713, 0.7063]], grad_fn=<AddmmBackward>)",1,"tensor(0.7489, grad_fn=<NllLossBackward>)","tensor([[-0.0108, -0.1193]], grad_fn=<AddmmBackward>)",0,"tensor(0.4641, grad_fn=<NllLossBackward>)","tensor([[-0.1088,  0.4179]], grad_fn=<AddmmBackward>)",1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,"tensor(0.4189, grad_fn=<NllLossBackward>)","tensor([[0.1866, 0.8401]], grad_fn=<AddmmBackward>)",1,"tensor(0.7522, grad_fn=<NllLossBackward>)","tensor([[-0.0084, -0.1232]], grad_fn=<AddmmBackward>)",0,"tensor(0.4447, grad_fn=<NllLossBackward>)","tensor([[-0.1344,  0.4454]], grad_fn=<AddmmBackward>)",1
Left very frustrated.,0,"tensor(0.9970, grad_fn=<NllLossBackward>)","tensor([[0.2736, 0.8102]], grad_fn=<AddmmBackward>)",1,"tensor(0.6449, grad_fn=<NllLossBackward>)","tensor([[-0.0145, -0.1135]], grad_fn=<AddmmBackward>)",0,"tensor(0.9640, grad_fn=<NllLossBackward>)","tensor([[-0.1828,  0.3010]], grad_fn=<AddmmBackward>)",1
I'll definitely be in soon again.,1,"tensor(0.5240, grad_fn=<NllLossBackward>)","tensor([[0.3468, 0.7196]], grad_fn=<AddmmBackward>)",1,"tensor(0.7535, grad_fn=<NllLossBackward>)","tensor([[-0.0035, -0.1207]], grad_fn=<AddmmBackward>)",0,"tensor(0.5282, grad_fn=<NllLossBackward>)","tensor([[-0.0383,  0.3242]], grad_fn=<AddmmBackward>)",1
Food was really good and I got full petty fast.,1,"tensor(0.4138, grad_fn=<NllLossBackward>)","tensor([[0.1135, 0.7817]], grad_fn=<AddmmBackward>)",1,"tensor(0.7477, grad_fn=<NllLossBackward>)","tensor([[-0.0133, -0.1195]], grad_fn=<AddmmBackward>)",0,"tensor(0.5497, grad_fn=<NllLossBackward>)","tensor([[-0.0985,  0.2126]], grad_fn=<AddmmBackward>)",1
Service was fantastic.,1,"tensor(0.4649, grad_fn=<NllLossBackward>)","tensor([[0.2322, 0.7566]], grad_fn=<AddmmBackward>)",1,"tensor(0.7451, grad_fn=<NllLossBackward>)","tensor([[-0.0141, -0.1155]], grad_fn=<AddmmBackward>)",0,"tensor(0.5570, grad_fn=<NllLossBackward>)","tensor([[-0.1404,  0.1534]], grad_fn=<AddmmBackward>)",1
TOTAL WASTE OF TIME.,0,"tensor(1.0204, grad_fn=<NllLossBackward>)","tensor([[0.2661, 0.8395]], grad_fn=<AddmmBackward>)",1,"tensor(0.6452, grad_fn=<NllLossBackward>)","tensor([[-0.0169, -0.1151]], grad_fn=<AddmmBackward>)",0,"tensor(0.9986, grad_fn=<NllLossBackward>)","tensor([[-0.2248,  0.3143]], grad_fn=<AddmmBackward>)",1
I don't know what kind it is but they have the best iced tea.,1,"tensor(0.5167, grad_fn=<NllLossBackward>)","tensor([[0.2450, 0.6359]], grad_fn=<AddmmBackward>)",1,"tensor(0.7514, grad_fn=<NllLossBackward>)","tensor([[-0.0027, -0.1159]], grad_fn=<AddmmBackward>)",0,"tensor(0.5008, grad_fn=<NllLossBackward>)","tensor([[0.0065, 0.4372]], grad_fn=<AddmmBackward>)",1
"Come hungry, leave happy and stuffed!",1,"tensor(0.4647, grad_fn=<NllLossBackward>)","tensor([[0.2581, 0.7830]], grad_fn=<AddmmBackward>)",1,"tensor(0.7401, grad_fn=<NllLossBackward>)","tensor([[ 0.0051, -0.0866]], grad_fn=<AddmmBackward>)",0,"tensor(0.5203, grad_fn=<NllLossBackward>)","tensor([[-0.1114,  0.2705]], grad_fn=<AddmmBackward>)",1
"For service, I give them no stars.",0,"tensor(1.0123, grad_fn=<NllLossBackward>)","tensor([[0.3331, 0.8938]], grad_fn=<AddmmBackward>)",1,"tensor(0.6445, grad_fn=<NllLossBackward>)","tensor([[-0.0128, -0.1127]], grad_fn=<AddmmBackward>)",0,"tensor(0.9724, grad_fn=<NllLossBackward>)","tensor([[-0.1745,  0.3228]], grad_fn=<AddmmBackward>)",1
I can assure you that you won't be disappointed.,1,"tensor(0.4225, grad_fn=<NllLossBackward>)","tensor([[0.2363, 0.8791]], grad_fn=<AddmmBackward>)",1,"tensor(0.7541, grad_fn=<NllLossBackward>)","tensor([[-0.0098, -0.1282]], grad_fn=<AddmmBackward>)",0,"tensor(0.5318, grad_fn=<NllLossBackward>)","tensor([[-0.1413,  0.2125]], grad_fn=<AddmmBackward>)",1
I can take a little bad service but the food sucks.,0,"tensor(0.9235, grad_fn=<NllLossBackward>)","tensor([[0.2332, 0.6507]], grad_fn=<AddmmBackward>)",1,"tensor(0.6425, grad_fn=<NllLossBackward>)","tensor([[-0.0169, -0.1209]], grad_fn=<AddmmBackward>)",0,"tensor(0.9469, grad_fn=<NllLossBackward>)","tensor([[-0.1400,  0.3160]], grad_fn=<AddmmBackward>)",1
Gave up trying to eat any of the crust (teeth still sore).,0,"tensor(1.0686, grad_fn=<NllLossBackward>)","tensor([[0.2093, 0.8572]], grad_fn=<AddmmBackward>)",1,"tensor(0.6544, grad_fn=<NllLossBackward>)","tensor([[-0.0110, -0.0900]], grad_fn=<AddmmBackward>)",0,"tensor(0.9845, grad_fn=<NllLossBackward>)","tensor([[-0.1040,  0.4127]], grad_fn=<AddmmBackward>)",1
But now I was completely grossed out.,0,"tensor(0.8816, grad_fn=<NllLossBackward>)","tensor([[0.3221, 0.6690]], grad_fn=<AddmmBackward>)",1,"tensor(0.6419, grad_fn=<NllLossBackward>)","tensor([[-0.0151, -0.1204]], grad_fn=<AddmmBackward>)",0,"tensor(1.0454, grad_fn=<NllLossBackward>)","tensor([[-0.3573,  0.2550]], grad_fn=<AddmmBackward>)",1
I really enjoyed eating here.,1,"tensor(0.4045, grad_fn=<NllLossBackward>)","tensor([[0.1700, 0.8660]], grad_fn=<AddmmBackward>)",1,"tensor(0.7508, grad_fn=<NllLossBackward>)","tensor([[-0.0127, -0.1249]], grad_fn=<AddmmBackward>)",0,"tensor(0.5615, grad_fn=<NllLossBackward>)","tensor([[-0.0857,  0.1976]], grad_fn=<AddmmBackward>)",1
First time going but I think I will quickly become a regular.,1,"tensor(0.5032, grad_fn=<NllLossBackward>)","tensor([[0.2174, 0.6420]], grad_fn=<AddmmBackward>)",1,"tensor(0.7521, grad_fn=<NllLossBackward>)","tensor([[-0.0045, -0.1191]], grad_fn=<AddmmBackward>)",0,"tensor(0.5083, grad_fn=<NllLossBackward>)","tensor([[-0.0827,  0.3291]], grad_fn=<AddmmBackward>)",1
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,"tensor(0.4468, grad_fn=<NllLossBackward>)","tensor([[0.1813, 0.7554]], grad_fn=<AddmmBackward>)",1,"tensor(0.7556, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.1218]], grad_fn=<AddmmBackward>)",0,"tensor(0.5190, grad_fn=<NllLossBackward>)","tensor([[0.0361, 0.4211]], grad_fn=<AddmmBackward>)",1
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,"tensor(0.4604, grad_fn=<NllLossBackward>)","tensor([[0.1774, 0.7140]], grad_fn=<AddmmBackward>)",1,"tensor(0.7510, grad_fn=<NllLossBackward>)","tensor([[ 0.0032, -0.1093]], grad_fn=<AddmmBackward>)",0,"tensor(0.4878, grad_fn=<NllLossBackward>)","tensor([[-0.1036,  0.3604]], grad_fn=<AddmmBackward>)",1
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,"tensor(0.9745, grad_fn=<NllLossBackward>)","tensor([[0.2853, 0.7859]], grad_fn=<AddmmBackward>)",1,"tensor(0.6420, grad_fn=<NllLossBackward>)","tensor([[-0.0151, -0.1201]], grad_fn=<AddmmBackward>)",0,"tensor(1.0886, grad_fn=<NllLossBackward>)","tensor([[-0.1037,  0.5745]], grad_fn=<AddmmBackward>)",1
"Furthermore, you can't even find hours of operation on the website!",0,"tensor(0.9300, grad_fn=<NllLossBackward>)","tensor([[0.3292, 0.7574]], grad_fn=<AddmmBackward>)",1,"tensor(0.6458, grad_fn=<NllLossBackward>)","tensor([[ 0.0033, -0.0938]], grad_fn=<AddmmBackward>)",0,"tensor(0.9505, grad_fn=<NllLossBackward>)","tensor([[-0.2457,  0.2161]], grad_fn=<AddmmBackward>)",1
We've tried to like this place but after 10+ times I think we're done with them.,0,"tensor(1.0027, grad_fn=<NllLossBackward>)","tensor([[0.1898, 0.7354]], grad_fn=<AddmmBackward>)",1,"tensor(0.6421, grad_fn=<NllLossBackward>)","tensor([[-0.0099, -0.1147]], grad_fn=<AddmmBackward>)",0,"tensor(0.8709, grad_fn=<NllLossBackward>)","tensor([[-0.0320,  0.2967]], grad_fn=<AddmmBackward>)",1
What a mistake that was!,0,"tensor(0.9063, grad_fn=<NllLossBackward>)","tensor([[0.3357, 0.7244]], grad_fn=<AddmmBackward>)",1,"tensor(0.6500, grad_fn=<NllLossBackward>)","tensor([[-0.0002, -0.0884]], grad_fn=<AddmmBackward>)",0,"tensor(0.9219, grad_fn=<NllLossBackward>)","tensor([[-0.1847,  0.2301]], grad_fn=<AddmmBackward>)",1
No complaints!,1,"tensor(0.6168, grad_fn=<NllLossBackward>)","tensor([[0.4396, 0.5986]], grad_fn=<AddmmBackward>)",1,"tensor(0.7393, grad_fn=<NllLossBackward>)","tensor([[ 0.0033, -0.0870]], grad_fn=<AddmmBackward>)",0,"tensor(0.5190, grad_fn=<NllLossBackward>)","tensor([[-0.0867,  0.2983]], grad_fn=<AddmmBackward>)",1
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,"tensor(0.4708, grad_fn=<NllLossBackward>)","tensor([[0.2113, 0.7199]], grad_fn=<AddmmBackward>)",1,"tensor(0.7447, grad_fn=<NllLossBackward>)","tensor([[-0.0206, -0.1211]], grad_fn=<AddmmBackward>)",0,"tensor(0.4743, grad_fn=<NllLossBackward>)","tensor([[-0.1102,  0.3893]], grad_fn=<AddmmBackward>)",1
Waiter was a jerk.,0,"tensor(1.0233, grad_fn=<NllLossBackward>)","tensor([[0.2304, 0.8084]], grad_fn=<AddmmBackward>)",1,"tensor(0.6388, grad_fn=<NllLossBackward>)","tensor([[-0.0166, -0.1284]], grad_fn=<AddmmBackward>)",0,"tensor(0.9253, grad_fn=<NllLossBackward>)","tensor([[-0.1213,  0.2992]], grad_fn=<AddmmBackward>)",1
"Strike 2, who wants to be rushed.",0,"tensor(0.8132, grad_fn=<NllLossBackward>)","tensor([[0.3567, 0.5839]], grad_fn=<AddmmBackward>)",1,"tensor(0.6389, grad_fn=<NllLossBackward>)","tensor([[-0.0051, -0.1167]], grad_fn=<AddmmBackward>)",0,"tensor(0.9690, grad_fn=<NllLossBackward>)","tensor([[-0.1914,  0.3003]], grad_fn=<AddmmBackward>)",1
These are the nicest restaurant owners I've ever come across.,1,"tensor(0.4562, grad_fn=<NllLossBackward>)","tensor([[0.2113, 0.7594]], grad_fn=<AddmmBackward>)",1,"tensor(0.7402, grad_fn=<NllLossBackward>)","tensor([[-0.0278, -0.1197]], grad_fn=<AddmmBackward>)",0,"tensor(0.4825, grad_fn=<NllLossBackward>)","tensor([[-0.1274,  0.3503]], grad_fn=<AddmmBackward>)",1
I never come again.,0,"tensor(1.0746, grad_fn=<NllLossBackward>)","tensor([[0.2353, 0.8922]], grad_fn=<AddmmBackward>)",1,"tensor(0.6381, grad_fn=<NllLossBackward>)","tensor([[-0.0134, -0.1268]], grad_fn=<AddmmBackward>)",0,"tensor(0.9276, grad_fn=<NllLossBackward>)","tensor([[-0.1734,  0.2509]], grad_fn=<AddmmBackward>)",1
We loved the biscuits!!!,1,"tensor(0.5335, grad_fn=<NllLossBackward>)","tensor([[0.3161, 0.6657]], grad_fn=<AddmmBackward>)",1,"tensor(0.7410, grad_fn=<NllLossBackward>)","tensor([[ 0.0049, -0.0886]], grad_fn=<AddmmBackward>)",0,"tensor(0.5464, grad_fn=<NllLossBackward>)","tensor([[-0.1361,  0.1826]], grad_fn=<AddmmBackward>)",1
Service is quick and friendly.,1,"tensor(0.4142, grad_fn=<NllLossBackward>)","tensor([[0.1624, 0.8294]], grad_fn=<AddmmBackward>)",1,"tensor(0.7472, grad_fn=<NllLossBackward>)","tensor([[-0.0076, -0.1130]], grad_fn=<AddmmBackward>)",0,"tensor(0.4809, grad_fn=<NllLossBackward>)","tensor([[-0.3342,  0.1479]], grad_fn=<AddmmBackward>)",1
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,"tensor(1.0167, grad_fn=<NllLossBackward>)","tensor([[0.1966, 0.7643]], grad_fn=<AddmmBackward>)",1,"tensor(0.6404, grad_fn=<NllLossBackward>)","tensor([[-0.0013, -0.1097]], grad_fn=<AddmmBackward>)",0,"tensor(1.0314, grad_fn=<NllLossBackward>)","tensor([[-0.1077,  0.4828]], grad_fn=<AddmmBackward>)",1
So absolutley fantastic.,1,"tensor(0.5705, grad_fn=<NllLossBackward>)","tensor([[0.3951, 0.6576]], grad_fn=<AddmmBackward>)",1,"tensor(0.7449, grad_fn=<NllLossBackward>)","tensor([[-0.0137, -0.1147]], grad_fn=<AddmmBackward>)",0,"tensor(0.4822, grad_fn=<NllLossBackward>)","tensor([[-0.1901,  0.2885]], grad_fn=<AddmmBackward>)",1
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,"tensor(0.8431, grad_fn=<NllLossBackward>)","tensor([[0.2886, 0.5689]], grad_fn=<AddmmBackward>)",1,"tensor(0.6415, grad_fn=<NllLossBackward>)","tensor([[-0.0019, -0.1081]], grad_fn=<AddmmBackward>)",0,"tensor(1.0120, grad_fn=<NllLossBackward>)","tensor([[-0.1036,  0.4566]], grad_fn=<AddmmBackward>)",1
definitely will come back here again.,1,"tensor(0.5859, grad_fn=<NllLossBackward>)","tensor([[0.4070, 0.6343]], grad_fn=<AddmmBackward>)",1,"tensor(0.7449, grad_fn=<NllLossBackward>)","tensor([[-0.0140, -0.1149]], grad_fn=<AddmmBackward>)",0,"tensor(0.4938, grad_fn=<NllLossBackward>)","tensor([[-0.0759,  0.3727]], grad_fn=<AddmmBackward>)",1
I like Steiners because it's dark and it feels like a bar.,1,"tensor(0.4969, grad_fn=<NllLossBackward>)","tensor([[0.2143, 0.6550]], grad_fn=<AddmmBackward>)",1,"tensor(0.7565, grad_fn=<NllLossBackward>)","tensor([[-0.0078, -0.1306]], grad_fn=<AddmmBackward>)",0,"tensor(0.5095, grad_fn=<NllLossBackward>)","tensor([[-0.0397,  0.3692]], grad_fn=<AddmmBackward>)",1
Wow very spicy but delicious.,1,"tensor(0.4886, grad_fn=<NllLossBackward>)","tensor([[0.2170, 0.6791]], grad_fn=<AddmmBackward>)",1,"tensor(0.7506, grad_fn=<NllLossBackward>)","tensor([[-0.0086, -0.1204]], grad_fn=<AddmmBackward>)",0,"tensor(0.5297, grad_fn=<NllLossBackward>)","tensor([[-0.1454,  0.2135]], grad_fn=<AddmmBackward>)",1
