Review,Liked,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
I would definitely recommend the wings as well as the pizza.,1,"tensor(0.6451, grad_fn=<NllLossBackward>)","tensor([[0.0199, 0.1184]], grad_fn=<AddmmBackward>)","tensor(0.7327, grad_fn=<NllLossBackward>)","tensor([[0.0864, 0.0088]], grad_fn=<AddmmBackward>)"
Great Pizza and Salads!,1,"tensor(0.6818, grad_fn=<NllLossBackward>)","tensor([[0.0562, 0.0790]], grad_fn=<AddmmBackward>)","tensor(0.7004, grad_fn=<NllLossBackward>)","tensor([[0.0639, 0.0495]], grad_fn=<AddmmBackward>)"
Things that went wrong: - They burned the saganaki.,0,"tensor(0.5691, grad_fn=<NllLossBackward>)","tensor([[-0.0475,  0.2181]], grad_fn=<AddmmBackward>)","tensor(0.7232, grad_fn=<NllLossBackward>)","tensor([[0.0884, 0.0292]], grad_fn=<AddmmBackward>)"
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,"tensor(0.6016, grad_fn=<NllLossBackward>)","tensor([[-0.0531,  0.1392]], grad_fn=<AddmmBackward>)","tensor(0.7249, grad_fn=<NllLossBackward>)","tensor([[0.0855, 0.0231]], grad_fn=<AddmmBackward>)"
This place is amazing!,1,"tensor(0.6273, grad_fn=<NllLossBackward>)","tensor([[-0.0518,  0.0844]], grad_fn=<AddmmBackward>)","tensor(0.7072, grad_fn=<NllLossBackward>)","tensor([[0.0676, 0.0398]], grad_fn=<AddmmBackward>)"
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,"tensor(0.6499, grad_fn=<NllLossBackward>)","tensor([[0.0429, 0.1314]], grad_fn=<AddmmBackward>)","tensor(0.7365, grad_fn=<NllLossBackward>)","tensor([[0.0967, 0.0117]], grad_fn=<AddmmBackward>)"
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,"tensor(0.6530, grad_fn=<NllLossBackward>)","tensor([[-0.0051,  0.0769]], grad_fn=<AddmmBackward>)","tensor(0.7019, grad_fn=<NllLossBackward>)","tensor([[0.0745, 0.0571]], grad_fn=<AddmmBackward>)"
Just don't know why they were so slow.,0,"tensor(0.6006, grad_fn=<NllLossBackward>)","tensor([[-0.0349,  0.1596]], grad_fn=<AddmmBackward>)","tensor(0.7163, grad_fn=<NllLossBackward>)","tensor([[0.0907, 0.0448]], grad_fn=<AddmmBackward>)"
"The staff is great, the food is delish, and they have an incredible beer selection.",1,"tensor(0.7525, grad_fn=<NllLossBackward>)","tensor([[0.1502, 0.0348]], grad_fn=<AddmmBackward>)","tensor(0.7284, grad_fn=<NllLossBackward>)","tensor([[0.0797, 0.0105]], grad_fn=<AddmmBackward>)"
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,"tensor(0.6952, grad_fn=<NllLossBackward>)","tensor([[0.0658, 0.0616]], grad_fn=<AddmmBackward>)","tensor(0.7334, grad_fn=<NllLossBackward>)","tensor([[0.1001, 0.0213]], grad_fn=<AddmmBackward>)"
I didn't know pulled pork could be soooo delicious.,1,"tensor(0.7312, grad_fn=<NllLossBackward>)","tensor([[0.1152, 0.0406]], grad_fn=<AddmmBackward>)","tensor(0.7314, grad_fn=<NllLossBackward>)","tensor([[0.0857, 0.0106]], grad_fn=<AddmmBackward>)"
"You get incredibly fresh fish, prepared with care.",1,"tensor(0.6448, grad_fn=<NllLossBackward>)","tensor([[0.0496, 0.1488]], grad_fn=<AddmmBackward>)","tensor(0.7181, grad_fn=<NllLossBackward>)","tensor([[0.0694, 0.0201]], grad_fn=<AddmmBackward>)"
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,"tensor(0.7142, grad_fn=<NllLossBackward>)","tensor([[0.1051, 0.0635]], grad_fn=<AddmmBackward>)","tensor(0.7317, grad_fn=<NllLossBackward>)","tensor([[0.0858, 0.0101]], grad_fn=<AddmmBackward>)"
I love the fact that everything on their menu is worth it.,1,"tensor(0.6366, grad_fn=<NllLossBackward>)","tensor([[0.0331, 0.1495]], grad_fn=<AddmmBackward>)","tensor(0.7270, grad_fn=<NllLossBackward>)","tensor([[0.0846, 0.0181]], grad_fn=<AddmmBackward>)"
Never again will I be dining at this place!,0,"tensor(0.5997, grad_fn=<NllLossBackward>)","tensor([[-0.0605,  0.1359]], grad_fn=<AddmmBackward>)","tensor(0.7064, grad_fn=<NllLossBackward>)","tensor([[0.0672, 0.0409]], grad_fn=<AddmmBackward>)"
The food was excellent and service was very good.,1,"tensor(0.7101, grad_fn=<NllLossBackward>)","tensor([[0.1253, 0.0918]], grad_fn=<AddmmBackward>)","tensor(0.7233, grad_fn=<NllLossBackward>)","tensor([[0.0809, 0.0214]], grad_fn=<AddmmBackward>)"
Good beer & drink selection and good food selection.,1,"tensor(0.7497, grad_fn=<NllLossBackward>)","tensor([[0.1293, 0.0193]], grad_fn=<AddmmBackward>)","tensor(0.7223, grad_fn=<NllLossBackward>)","tensor([[0.0853, 0.0278]], grad_fn=<AddmmBackward>)"
Please stay away from the shrimp stir fried noodles.,0,"tensor(0.6782, grad_fn=<NllLossBackward>)","tensor([[0.0303, 0.0606]], grad_fn=<AddmmBackward>)","tensor(0.7260, grad_fn=<NllLossBackward>)","tensor([[0.0839, 0.0192]], grad_fn=<AddmmBackward>)"
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,"tensor(0.5726, grad_fn=<NllLossBackward>)","tensor([[0.0319, 0.2895]], grad_fn=<AddmmBackward>)","tensor(0.7269, grad_fn=<NllLossBackward>)","tensor([[0.0951, 0.0288]], grad_fn=<AddmmBackward>)"
Food was really boring.,0,"tensor(0.7579, grad_fn=<NllLossBackward>)","tensor([[ 0.1055, -0.0200]], grad_fn=<AddmmBackward>)","tensor(0.7220, grad_fn=<NllLossBackward>)","tensor([[0.0809, 0.0240]], grad_fn=<AddmmBackward>)"
Good Service-check!,1,"tensor(0.6314, grad_fn=<NllLossBackward>)","tensor([[-0.0123,  0.1153]], grad_fn=<AddmmBackward>)","tensor(0.7081, grad_fn=<NllLossBackward>)","tensor([[0.0716, 0.0420]], grad_fn=<AddmmBackward>)"
This greedy corporation will NEVER see another dime from me!,0,"tensor(0.5873, grad_fn=<NllLossBackward>)","tensor([[-0.0870,  0.1372]], grad_fn=<AddmmBackward>)","tensor(0.7035, grad_fn=<NllLossBackward>)","tensor([[0.0672, 0.0467]], grad_fn=<AddmmBackward>)"
"Will never, ever go back.",0,"tensor(0.7024, grad_fn=<NllLossBackward>)","tensor([[0.0540, 0.0356]], grad_fn=<AddmmBackward>)","tensor(0.7223, grad_fn=<NllLossBackward>)","tensor([[0.0847, 0.0273]], grad_fn=<AddmmBackward>)"
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,"tensor(0.6223, grad_fn=<NllLossBackward>)","tensor([[0.0214, 0.1684]], grad_fn=<AddmmBackward>)","tensor(0.7222, grad_fn=<NllLossBackward>)","tensor([[0.0804, 0.0231]], grad_fn=<AddmmBackward>)"
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,"tensor(0.6454, grad_fn=<NllLossBackward>)","tensor([[0.0680, 0.1658]], grad_fn=<AddmmBackward>)","tensor(0.7278, grad_fn=<NllLossBackward>)","tensor([[0.0842, 0.0161]], grad_fn=<AddmmBackward>)"
I did not expect this to be so good!,1,"tensor(0.6731, grad_fn=<NllLossBackward>)","tensor([[-0.0287,  0.0118]], grad_fn=<AddmmBackward>)","tensor(0.7128, grad_fn=<NllLossBackward>)","tensor([[0.0755, 0.0366]], grad_fn=<AddmmBackward>)"
Fantastic food!,1,"tensor(0.7030, grad_fn=<NllLossBackward>)","tensor([[0.0278, 0.0082]], grad_fn=<AddmmBackward>)","tensor(0.6994, grad_fn=<NllLossBackward>)","tensor([[0.0635, 0.0511]], grad_fn=<AddmmBackward>)"
She ordered a toasted English muffin that came out untoasted.,0,"tensor(0.6322, grad_fn=<NllLossBackward>)","tensor([[0.0133, 0.1391]], grad_fn=<AddmmBackward>)","tensor(0.7278, grad_fn=<NllLossBackward>)","tensor([[0.0909, 0.0226]], grad_fn=<AddmmBackward>)"
The food was very good.,1,"tensor(0.6815, grad_fn=<NllLossBackward>)","tensor([[0.0777, 0.1011]], grad_fn=<AddmmBackward>)","tensor(0.7236, grad_fn=<NllLossBackward>)","tensor([[0.0824, 0.0223]], grad_fn=<AddmmBackward>)"
Never going back.,0,"tensor(0.7433, grad_fn=<NllLossBackward>)","tensor([[0.1044, 0.0066]], grad_fn=<AddmmBackward>)","tensor(0.7234, grad_fn=<NllLossBackward>)","tensor([[0.0892, 0.0296]], grad_fn=<AddmmBackward>)"
"Great food for the price, which is very high quality and house made.",1,"tensor(0.7303, grad_fn=<NllLossBackward>)","tensor([[0.1110, 0.0380]], grad_fn=<AddmmBackward>)","tensor(0.7160, grad_fn=<NllLossBackward>)","tensor([[0.0727, 0.0276]], grad_fn=<AddmmBackward>)"
The bus boy on the other hand was so rude.,0,"tensor(0.6314, grad_fn=<NllLossBackward>)","tensor([[-0.0580,  0.0696]], grad_fn=<AddmmBackward>)","tensor(0.7244, grad_fn=<NllLossBackward>)","tensor([[0.0787, 0.0172]], grad_fn=<AddmmBackward>)"
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,"tensor(0.7132, grad_fn=<NllLossBackward>)","tensor([[0.1269, 0.0872]], grad_fn=<AddmmBackward>)","tensor(0.7356, grad_fn=<NllLossBackward>)","tensor([[0.0951, 0.0120]], grad_fn=<AddmmBackward>)"
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,"tensor(0.7217, grad_fn=<NllLossBackward>)","tensor([[0.1038, 0.0475]], grad_fn=<AddmmBackward>)","tensor(0.7123, grad_fn=<NllLossBackward>)","tensor([[0.0799, 0.0419]], grad_fn=<AddmmBackward>)"
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,"tensor(0.6376, grad_fn=<NllLossBackward>)","tensor([[0.0158, 0.1302]], grad_fn=<AddmmBackward>)","tensor(0.7265, grad_fn=<NllLossBackward>)","tensor([[0.0760, 0.0103]], grad_fn=<AddmmBackward>)"
All the bread is made in-house!,1,"tensor(0.6500, grad_fn=<NllLossBackward>)","tensor([[0.0223, 0.1105]], grad_fn=<AddmmBackward>)","tensor(0.7050, grad_fn=<NllLossBackward>)","tensor([[0.0701, 0.0464]], grad_fn=<AddmmBackward>)"
The only downside is the service.,0,"tensor(0.6726, grad_fn=<NllLossBackward>)","tensor([[0.0089, 0.0505]], grad_fn=<AddmmBackward>)","tensor(0.7244, grad_fn=<NllLossBackward>)","tensor([[0.0856, 0.0240]], grad_fn=<AddmmBackward>)"
"Also, the fries are without a doubt the worst fries I've ever had.",0,"tensor(0.7487, grad_fn=<NllLossBackward>)","tensor([[ 0.0709, -0.0373]], grad_fn=<AddmmBackward>)","tensor(0.7191, grad_fn=<NllLossBackward>)","tensor([[0.0715, 0.0202]], grad_fn=<AddmmBackward>)"
Service was exceptional and food was a good as all the reviews.,1,"tensor(0.7435, grad_fn=<NllLossBackward>)","tensor([[0.1340, 0.0358]], grad_fn=<AddmmBackward>)","tensor(0.7188, grad_fn=<NllLossBackward>)","tensor([[0.0765, 0.0258]], grad_fn=<AddmmBackward>)"
"A couple of months later, I returned and had an amazing meal.",1,"tensor(0.6693, grad_fn=<NllLossBackward>)","tensor([[0.0350, 0.0833]], grad_fn=<AddmmBackward>)","tensor(0.7285, grad_fn=<NllLossBackward>)","tensor([[0.0853, 0.0158]], grad_fn=<AddmmBackward>)"
Favorite place in town for shawarrrrrrma!!!!!!,1,"tensor(0.7228, grad_fn=<NllLossBackward>)","tensor([[0.0844, 0.0260]], grad_fn=<AddmmBackward>)","tensor(0.7012, grad_fn=<NllLossBackward>)","tensor([[0.0677, 0.0517]], grad_fn=<AddmmBackward>)"
The black eyed peas and sweet potatoes... UNREAL!,1,"tensor(0.7241, grad_fn=<NllLossBackward>)","tensor([[0.1274, 0.0664]], grad_fn=<AddmmBackward>)","tensor(0.6997, grad_fn=<NllLossBackward>)","tensor([[0.0618, 0.0488]], grad_fn=<AddmmBackward>)"
You won't be disappointed.,1,"tensor(0.6862, grad_fn=<NllLossBackward>)","tensor([[0.0441, 0.0580]], grad_fn=<AddmmBackward>)","tensor(0.7209, grad_fn=<NllLossBackward>)","tensor([[0.0824, 0.0276]], grad_fn=<AddmmBackward>)"
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,"tensor(0.6803, grad_fn=<NllLossBackward>)","tensor([[0.0947, 0.1205]], grad_fn=<AddmmBackward>)","tensor(0.7267, grad_fn=<NllLossBackward>)","tensor([[0.0876, 0.0215]], grad_fn=<AddmmBackward>)"
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,"tensor(0.6611, grad_fn=<NllLossBackward>)","tensor([[0.0725, 0.1377]], grad_fn=<AddmmBackward>)","tensor(0.7289, grad_fn=<NllLossBackward>)","tensor([[0.0912, 0.0209]], grad_fn=<AddmmBackward>)"
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,"tensor(0.5484, grad_fn=<NllLossBackward>)","tensor([[-0.0431,  0.2709]], grad_fn=<AddmmBackward>)","tensor(0.7308, grad_fn=<NllLossBackward>)","tensor([[0.0894, 0.0154]], grad_fn=<AddmmBackward>)"
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,"tensor(0.7376, grad_fn=<NllLossBackward>)","tensor([[0.1740, 0.0870]], grad_fn=<AddmmBackward>)","tensor(0.7236, grad_fn=<NllLossBackward>)","tensor([[0.0846, 0.0245]], grad_fn=<AddmmBackward>)"
"Both of them were truly unbelievably good, and I am so glad we went back.",1,"tensor(0.6849, grad_fn=<NllLossBackward>)","tensor([[0.0795, 0.0960]], grad_fn=<AddmmBackward>)","tensor(0.7283, grad_fn=<NllLossBackward>)","tensor([[0.0898, 0.0207]], grad_fn=<AddmmBackward>)"
"We had fantastic service, and were pleased by the atmosphere.",1,"tensor(0.6501, grad_fn=<NllLossBackward>)","tensor([[0.0388, 0.1269]], grad_fn=<AddmmBackward>)","tensor(0.7155, grad_fn=<NllLossBackward>)","tensor([[0.0784, 0.0341]], grad_fn=<AddmmBackward>)"
Everything was gross.,0,"tensor(0.7511, grad_fn=<NllLossBackward>)","tensor([[ 0.0810, -0.0317]], grad_fn=<AddmmBackward>)","tensor(0.7219, grad_fn=<NllLossBackward>)","tensor([[0.0859, 0.0293]], grad_fn=<AddmmBackward>)"
I love this place.,1,"tensor(0.7428, grad_fn=<NllLossBackward>)","tensor([[ 0.0926, -0.0044]], grad_fn=<AddmmBackward>)","tensor(0.7319, grad_fn=<NllLossBackward>)","tensor([[0.0958, 0.0198]], grad_fn=<AddmmBackward>)"
Great service and food.,1,"tensor(0.7132, grad_fn=<NllLossBackward>)","tensor([[0.0814, 0.0417]], grad_fn=<AddmmBackward>)","tensor(0.7162, grad_fn=<NllLossBackward>)","tensor([[0.0782, 0.0327]], grad_fn=<AddmmBackward>)"
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,"tensor(0.6967, grad_fn=<NllLossBackward>)","tensor([[0.0419, 0.0349]], grad_fn=<AddmmBackward>)","tensor(0.7067, grad_fn=<NllLossBackward>)","tensor([[0.0842, 0.0574]], grad_fn=<AddmmBackward>)"
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,"tensor(0.6559, grad_fn=<NllLossBackward>)","tensor([[0.0476, 0.1236]], grad_fn=<AddmmBackward>)","tensor(0.7203, grad_fn=<NllLossBackward>)","tensor([[0.0786, 0.0249]], grad_fn=<AddmmBackward>)"
"OMG, the food was delicioso!",1,"tensor(0.6601, grad_fn=<NllLossBackward>)","tensor([[0.0014, 0.0685]], grad_fn=<AddmmBackward>)","tensor(0.7021, grad_fn=<NllLossBackward>)","tensor([[0.0626, 0.0447]], grad_fn=<AddmmBackward>)"
There is nothing authentic about this place.,0,"tensor(0.6907, grad_fn=<NllLossBackward>)","tensor([[0.0247, 0.0297]], grad_fn=<AddmmBackward>)","tensor(0.7290, grad_fn=<NllLossBackward>)","tensor([[0.0862, 0.0158]], grad_fn=<AddmmBackward>)"
the spaghetti is nothing special whatsoever.,0,"tensor(0.7035, grad_fn=<NllLossBackward>)","tensor([[0.0493, 0.0288]], grad_fn=<AddmmBackward>)","tensor(0.7249, grad_fn=<NllLossBackward>)","tensor([[0.0843, 0.0218]], grad_fn=<AddmmBackward>)"
"Of all the dishes, the salmon was the best, but all were great.",1,"tensor(0.6823, grad_fn=<NllLossBackward>)","tensor([[0.0872, 0.1091]], grad_fn=<AddmmBackward>)","tensor(0.7190, grad_fn=<NllLossBackward>)","tensor([[0.0757, 0.0246]], grad_fn=<AddmmBackward>)"
The vegetables are so fresh and the sauce feels like authentic Thai.,1,"tensor(0.7129, grad_fn=<NllLossBackward>)","tensor([[0.0836, 0.0446]], grad_fn=<AddmmBackward>)","tensor(0.7218, grad_fn=<NllLossBackward>)","tensor([[0.0729, 0.0164]], grad_fn=<AddmmBackward>)"
It's worth driving up from Tucson!,1,"tensor(0.6395, grad_fn=<NllLossBackward>)","tensor([[-0.0041,  0.1061]], grad_fn=<AddmmBackward>)","tensor(0.7043, grad_fn=<NllLossBackward>)","tensor([[0.0681, 0.0459]], grad_fn=<AddmmBackward>)"
The selection was probably the worst I've seen in Vegas.....there was none.,0,"tensor(0.7300, grad_fn=<NllLossBackward>)","tensor([[0.0896, 0.0172]], grad_fn=<AddmmBackward>)","tensor(0.7335, grad_fn=<NllLossBackward>)","tensor([[0.0951, 0.0160]], grad_fn=<AddmmBackward>)"
Pretty good beer selection too.,1,"tensor(0.6889, grad_fn=<NllLossBackward>)","tensor([[0.0420, 0.0505]], grad_fn=<AddmmBackward>)","tensor(0.7253, grad_fn=<NllLossBackward>)","tensor([[0.0861, 0.0227]], grad_fn=<AddmmBackward>)"
"This place is like Chipotle, but BETTER.",1,"tensor(0.6995, grad_fn=<NllLossBackward>)","tensor([[0.0563, 0.0436]], grad_fn=<AddmmBackward>)","tensor(0.7351, grad_fn=<NllLossBackward>)","tensor([[0.0921, 0.0099]], grad_fn=<AddmmBackward>)"
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,"tensor(0.6596, grad_fn=<NllLossBackward>)","tensor([[0.0685, 0.1367]], grad_fn=<AddmmBackward>)","tensor(0.7003, grad_fn=<NllLossBackward>)","tensor([[0.0628, 0.0485]], grad_fn=<AddmmBackward>)"
5 stars for the brick oven bread app!,1,"tensor(0.6260, grad_fn=<NllLossBackward>)","tensor([[-0.0073,  0.1319]], grad_fn=<AddmmBackward>)","tensor(0.7049, grad_fn=<NllLossBackward>)","tensor([[0.0726, 0.0492]], grad_fn=<AddmmBackward>)"
"I have eaten here multiple times, and each time the food was delicious.",1,"tensor(0.6710, grad_fn=<NllLossBackward>)","tensor([[0.0134, 0.0582]], grad_fn=<AddmmBackward>)","tensor(0.7398, grad_fn=<NllLossBackward>)","tensor([[0.0942, 0.0030]], grad_fn=<AddmmBackward>)"
We sat another ten minutes and finally gave up and left.,0,"tensor(0.6218, grad_fn=<NllLossBackward>)","tensor([[-0.0028,  0.1453]], grad_fn=<AddmmBackward>)","tensor(0.7236, grad_fn=<NllLossBackward>)","tensor([[0.0875, 0.0276]], grad_fn=<AddmmBackward>)"
He was terrible!,0,"tensor(0.5864, grad_fn=<NllLossBackward>)","tensor([[-0.1070,  0.1194]], grad_fn=<AddmmBackward>)","tensor(0.7053, grad_fn=<NllLossBackward>)","tensor([[0.0710, 0.0468]], grad_fn=<AddmmBackward>)"
Everyone is treated equally special.,1,"tensor(0.6503, grad_fn=<NllLossBackward>)","tensor([[-0.0030,  0.0847]], grad_fn=<AddmmBackward>)","tensor(0.7159, grad_fn=<NllLossBackward>)","tensor([[0.0709, 0.0259]], grad_fn=<AddmmBackward>)"
It shouldn't take 30 min for pancakes and eggs.,0,"tensor(0.5788, grad_fn=<NllLossBackward>)","tensor([[-0.0892,  0.1542]], grad_fn=<AddmmBackward>)","tensor(0.7252, grad_fn=<NllLossBackward>)","tensor([[0.0855, 0.0225]], grad_fn=<AddmmBackward>)"
It was delicious!!!,1,"tensor(0.6760, grad_fn=<NllLossBackward>)","tensor([[-0.0080,  0.0265]], grad_fn=<AddmmBackward>)","tensor(0.7038, grad_fn=<NllLossBackward>)","tensor([[0.0711, 0.0500]], grad_fn=<AddmmBackward>)"
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,"tensor(0.6958, grad_fn=<NllLossBackward>)","tensor([[0.0861, 0.0807]], grad_fn=<AddmmBackward>)","tensor(0.7231, grad_fn=<NllLossBackward>)","tensor([[0.0743, 0.0153]], grad_fn=<AddmmBackward>)"
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,"tensor(0.6518, grad_fn=<NllLossBackward>)","tensor([[0.0271, 0.1115]], grad_fn=<AddmmBackward>)","tensor(0.7243, grad_fn=<NllLossBackward>)","tensor([[0.0846, 0.0232]], grad_fn=<AddmmBackward>)"
As always the evening was wonderful and the food delicious!,1,"tensor(0.6140, grad_fn=<NllLossBackward>)","tensor([[-0.0065,  0.1586]], grad_fn=<AddmmBackward>)","tensor(0.7019, grad_fn=<NllLossBackward>)","tensor([[0.0637, 0.0462]], grad_fn=<AddmmBackward>)"
Best fish I've ever had in my life!,1,"tensor(0.6950, grad_fn=<NllLossBackward>)","tensor([[0.0076, 0.0038]], grad_fn=<AddmmBackward>)","tensor(0.7047, grad_fn=<NllLossBackward>)","tensor([[0.0654, 0.0423]], grad_fn=<AddmmBackward>)"
(The bathroom is just next door and very nice.),1,"tensor(0.6077, grad_fn=<NllLossBackward>)","tensor([[-0.0195,  0.1592]], grad_fn=<AddmmBackward>)","tensor(0.7167, grad_fn=<NllLossBackward>)","tensor([[0.0774, 0.0309]], grad_fn=<AddmmBackward>)"
The buffet is small and all the food they offered was BLAND.,0,"tensor(0.6797, grad_fn=<NllLossBackward>)","tensor([[0.0624, 0.0895]], grad_fn=<AddmmBackward>)","tensor(0.7279, grad_fn=<NllLossBackward>)","tensor([[0.0833, 0.0149]], grad_fn=<AddmmBackward>)"
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,"tensor(0.6555, grad_fn=<NllLossBackward>)","tensor([[0.0588, 0.1356]], grad_fn=<AddmmBackward>)","tensor(0.7378, grad_fn=<NllLossBackward>)","tensor([[0.0961, 0.0087]], grad_fn=<AddmmBackward>)"
Pretty cool I would say.,1,"tensor(0.6023, grad_fn=<NllLossBackward>)","tensor([[-0.0322,  0.1585]], grad_fn=<AddmmBackward>)","tensor(0.7208, grad_fn=<NllLossBackward>)","tensor([[0.0889, 0.0344]], grad_fn=<AddmmBackward>)"
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,"tensor(0.6533, grad_fn=<NllLossBackward>)","tensor([[0.0331, 0.1146]], grad_fn=<AddmmBackward>)","tensor(0.7288, grad_fn=<NllLossBackward>)","tensor([[0.0961, 0.0260]], grad_fn=<AddmmBackward>)"
Server did a great job handling our large rowdy table.,1,"tensor(0.6355, grad_fn=<NllLossBackward>)","tensor([[-0.0092,  0.1097]], grad_fn=<AddmmBackward>)","tensor(0.7178, grad_fn=<NllLossBackward>)","tensor([[0.0897, 0.0410]], grad_fn=<AddmmBackward>)"
"I find wasting food to be despicable, but this just wasn't food.",0,"tensor(0.6328, grad_fn=<NllLossBackward>)","tensor([[0.0070, 0.1316]], grad_fn=<AddmmBackward>)","tensor(0.7219, grad_fn=<NllLossBackward>)","tensor([[0.0777, 0.0209]], grad_fn=<AddmmBackward>)"
My wife had the Lobster Bisque soup which was lukewarm.,0,"tensor(0.6104, grad_fn=<NllLossBackward>)","tensor([[-0.0191,  0.1538]], grad_fn=<AddmmBackward>)","tensor(0.7377, grad_fn=<NllLossBackward>)","tensor([[0.1007, 0.0135]], grad_fn=<AddmmBackward>)"
Would come back again if I had a sushi craving while in Vegas.,1,"tensor(0.6526, grad_fn=<NllLossBackward>)","tensor([[-0.0209,  0.0619]], grad_fn=<AddmmBackward>)","tensor(0.7315, grad_fn=<NllLossBackward>)","tensor([[0.0963, 0.0209]], grad_fn=<AddmmBackward>)"
"The staff are great, the ambiance is great.",1,"tensor(0.7732, grad_fn=<NllLossBackward>)","tensor([[0.1659, 0.0117]], grad_fn=<AddmmBackward>)","tensor(0.7204, grad_fn=<NllLossBackward>)","tensor([[0.0779, 0.0242]], grad_fn=<AddmmBackward>)"
He deserves 5 stars.,1,"tensor(0.7287, grad_fn=<NllLossBackward>)","tensor([[ 0.0272, -0.0428]], grad_fn=<AddmmBackward>)","tensor(0.7188, grad_fn=<NllLossBackward>)","tensor([[0.0851, 0.0345]], grad_fn=<AddmmBackward>)"
I left with a stomach ache and felt sick the rest of the day.,0,"tensor(0.6484, grad_fn=<NllLossBackward>)","tensor([[0.0385, 0.1301]], grad_fn=<AddmmBackward>)","tensor(0.7221, grad_fn=<NllLossBackward>)","tensor([[0.0808, 0.0238]], grad_fn=<AddmmBackward>)"
They dropped more than the ball.,0,"tensor(0.5321, grad_fn=<NllLossBackward>)","tensor([[-0.1678,  0.1853]], grad_fn=<AddmmBackward>)","tensor(0.7150, grad_fn=<NllLossBackward>)","tensor([[0.0836, 0.0403]], grad_fn=<AddmmBackward>)"
"The dining space is tiny, but elegantly decorated and comfortable.",1,"tensor(0.6996, grad_fn=<NllLossBackward>)","tensor([[0.0897, 0.0768]], grad_fn=<AddmmBackward>)","tensor(0.7296, grad_fn=<NllLossBackward>)","tensor([[0.0796, 0.0079]], grad_fn=<AddmmBackward>)"
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,"tensor(0.6203, grad_fn=<NllLossBackward>)","tensor([[0.0347, 0.1860]], grad_fn=<AddmmBackward>)","tensor(0.7002, grad_fn=<NllLossBackward>)","tensor([[0.0601, 0.0461]], grad_fn=<AddmmBackward>)"
And the beans and rice were mediocre at best.,0,"tensor(0.7010, grad_fn=<NllLossBackward>)","tensor([[0.1298, 0.1141]], grad_fn=<AddmmBackward>)","tensor(0.7283, grad_fn=<NllLossBackward>)","tensor([[0.0842, 0.0150]], grad_fn=<AddmmBackward>)"
Best tacos in town by far!!,1,"tensor(0.7266, grad_fn=<NllLossBackward>)","tensor([[0.0897, 0.0240]], grad_fn=<AddmmBackward>)","tensor(0.6991, grad_fn=<NllLossBackward>)","tensor([[0.0656, 0.0537]], grad_fn=<AddmmBackward>)"
I took back my money and got outta there.,0,"tensor(0.7142, grad_fn=<NllLossBackward>)","tensor([[0.1048, 0.0631]], grad_fn=<AddmmBackward>)","tensor(0.7214, grad_fn=<NllLossBackward>)","tensor([[0.0877, 0.0320]], grad_fn=<AddmmBackward>)"
"In an interesting part of town, this place is amazing.",1,"tensor(0.6580, grad_fn=<NllLossBackward>)","tensor([[0.0176, 0.0892]], grad_fn=<AddmmBackward>)","tensor(0.7320, grad_fn=<NllLossBackward>)","tensor([[0.0944, 0.0182]], grad_fn=<AddmmBackward>)"
RUDE & INCONSIDERATE MANAGEMENT.,0,"tensor(0.6507, grad_fn=<NllLossBackward>)","tensor([[0.0300, 0.1169]], grad_fn=<AddmmBackward>)","tensor(0.7107, grad_fn=<NllLossBackward>)","tensor([[0.0626, 0.0278]], grad_fn=<AddmmBackward>)"
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,"tensor(0.6924, grad_fn=<NllLossBackward>)","tensor([[0.0957, 0.0972]], grad_fn=<AddmmBackward>)","tensor(0.7118, grad_fn=<NllLossBackward>)","tensor([[0.0683, 0.0314]], grad_fn=<AddmmBackward>)"
